candidate_id,candidate_type,reference_case_id,reference_case_type,similarity_score,matched_pattern_count,reference_pattern_count,candidate_pattern_count,matched_patterns,missing_reference_patterns,extra_candidate_patterns,match_label,claim_scope,requires_human_review,allowed_interpretation,limitation
monitor_candidate_20260806_154000_c13f9c14cf3e,monitor_alert_candidate,iran_cluster_2026_bubblemaps_reported,reported_cluster,0.166667,1,6,1,same_theme_repeated_positions,"cluster_link_reported,event_proximity,high_reported_win_rate,market_concentration,shared_funding_reported",,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260826_234500_2d0d20e4a3b4,monitor_alert_candidate,adriancronauer_large_iran_flow_2026_05_14,large_flow_reference,0.0,0,2,1,,"large_trade_flow,market_concentration",same_theme_repeated_positions,no_reference_overlap,reference_pattern_similarity_only,True,No triggered reference labels overlap in the current feature set.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260826_234500_2d0d20e4a3b4,monitor_alert_candidate,iran_cluster_2026_bubblemaps_reported,reported_cluster,0.166667,1,6,1,same_theme_repeated_positions,"cluster_link_reported,event_proximity,high_reported_win_rate,market_concentration,shared_funding_reported",,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260827_222500_edd009c2da08,monitor_alert_candidate,adriancronauer_large_iran_flow_2026_05_14,large_flow_reference,0.0,0,2,1,,"large_trade_flow,market_concentration",same_theme_repeated_positions,no_reference_overlap,reference_pattern_similarity_only,True,No triggered reference labels overlap in the current feature set.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260827_222500_edd009c2da08,monitor_alert_candidate,iran_cluster_2026_bubblemaps_reported,reported_cluster,0.166667,1,6,1,same_theme_repeated_positions,"cluster_link_reported,event_proximity,high_reported_win_rate,market_concentration,shared_funding_reported",,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260829_043000_84f3cb6bc576,monitor_alert_candidate,adriancronauer_large_iran_flow_2026_05_14,large_flow_reference,0.0,0,2,0,,"large_trade_flow,market_concentration",,no_reference_overlap,reference_pattern_similarity_only,True,No triggered reference labels overlap in the current feature set.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260829_043000_84f3cb6bc576,monitor_alert_candidate,iran_cluster_2026_bubblemaps_reported,reported_cluster,0.0,0,6,0,,"cluster_link_reported,event_proximity,high_reported_win_rate,market_concentration,same_theme_repeated_positions,shared_funding_reported",,no_reference_overlap,reference_pattern_similarity_only,True,No triggered reference labels overlap in the current feature set.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260902_043000_cafd0177f21b,monitor_alert_candidate,adriancronauer_large_iran_flow_2026_05_14,large_flow_reference,0.0,0,2,1,,"large_trade_flow,market_concentration",same_theme_repeated_positions,no_reference_overlap,reference_pattern_similarity_only,True,No triggered reference labels overlap in the current feature set.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260902_043000_cafd0177f21b,monitor_alert_candidate,iran_cluster_2026_bubblemaps_reported,reported_cluster,0.166667,1,6,1,same_theme_repeated_positions,"cluster_link_reported,event_proximity,high_reported_win_rate,market_concentration,shared_funding_reported",,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260902_043000_cea18c7605b7,monitor_alert_candidate,adriancronauer_large_iran_flow_2026_05_14,large_flow_reference,0.0,0,2,1,,"large_trade_flow,market_concentration",same_theme_repeated_positions,no_reference_overlap,reference_pattern_similarity_only,True,No triggered reference labels overlap in the current feature set.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260902_043000_cea18c7605b7,monitor_alert_candidate,iran_cluster_2026_bubblemaps_reported,reported_cluster,0.166667,1,6,1,same_theme_repeated_positions,"cluster_link_reported,event_proximity,high_reported_win_rate,market_concentration,shared_funding_reported",,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260903_043000_6fd56280aa01,monitor_alert_candidate,adriancronauer_large_iran_flow_2026_05_14,large_flow_reference,0.0,0,2,1,,"large_trade_flow,market_concentration",same_theme_repeated_positions,no_reference_overlap,reference_pattern_similarity_only,True,No triggered reference labels overlap in the current feature set.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260903_043000_6fd56280aa01,monitor_alert_candidate,iran_cluster_2026_bubblemaps_reported,reported_cluster,0.166667,1,6,1,same_theme_repeated_positions,"cluster_link_reported,event_proximity,high_reported_win_rate,market_concentration,shared_funding_reported",,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
